year;month;day;dep_time;sched_dep_time;dep_delay;arr_time;sched_arr_time;arr_delay;carrier;flight;tailnum;origin;dest;air_time;distance;hour;minute;time_hour
2013;10;14; 729; 730; -1;1040;1100;-20;VX;  11;N845VA;JFK;SFO;353;2586; 7;30;2013-10-14T11:00:00Z
2013; 8;30;1455;1455;  0;1615;1615;  0;EV;3834;N18557;EWR;IAD; 43; 212;14;55;2013-08-30T18:00:00Z
2013;11;26;1003;1010; -7;1218;1243;-25;9E;3512;N936XJ;LGA;IND;114; 660;10;10;2013-11-26T15:00:00Z
2013; 1;27; 854; 855; -1;1100;1104; -4;9E;3353;N902XJ;JFK;DTW;100; 509; 8;55;2013-01-27T13:00:00Z
2013; 5;14; 556; 600; -4; 720; 755;-35;EV;5592;N600QX;LGA;MEM;125; 963; 6; 0;2013-05-14T10:00:00Z
2013;10;21;1641;1642; -1;1949;2000;-11;UA;1284;N14237;EWR;SFO;339;2565;16;42;2013-10-21T20:00:00Z
2013; 3; 7;2015;2020; -5;2308;2318;-10;UA;1124;N23707;EWR;PBI;140;1023;20;20;2013-03-08T01:00:00Z
2013;10;11; 945; 930; 15;1235;1245;-10;WN; 746;N729SW;EWR;AUS;201;1504; 9;30;2013-10-11T13:00:00Z
2013; 1; 5; 936; 940; -4;1229;1250;-21;AA;1871;N3FLAA;LGA;MIA;148;1096; 9;40;2013-01-05T14:00:00Z
2013; 3;15; 728; 730; -2;1006;1040;-34;AA;2083;N4WJAA;EWR;DFW;188;1372; 7;30;2013-03-15T11:00:00Z
2013; 6;11;1301;1300;  1;1546;1555; -9;VX; 165;N842VA;EWR;LAX;319;2454;13; 0;2013-06-11T17:00:00Z
2013; 4;17; 625; 630; -5; 724; 753;-29;UA; 281;N823UA;EWR;BOS; 38; 200; 6;30;2013-04-17T10:00:00Z
2013; 5;12;1604;1600;  4;1744;1748; -4;9E;3459;N923XJ;JFK;BNA;117; 765;16; 0;2013-05-12T20:00:00Z
2013;11; 2;1452;1455; -3;1633;1640; -7;MQ;3359;N803MQ;JFK;RDU; 83; 427;14;55;2013-11-02T18:00:00Z
2013; 3;14;1901;1705;116;2148;2010; 98;AA;1905;N585AA;EWR;DFW;187;1372;17; 5;2013-03-14T21:00:00Z
2013;10;20;1557;1605; -8;1735;1755;-20;AA; 343;N573AA;LGA;ORD;119; 733;16; 5;2013-10-20T20:00:00Z
2013;10;30; 708; 720;-12;1024;1000; 24;UA; 255;N535UA;LGA;IAH;226;1416; 7;20;2013-10-30T11:00:00Z
2013;11; 6;1101;1000; 61;1427;1333; 54;DL; 469;N709TW;JFK;SFO;350;2586;10; 0;2013-11-06T15:00:00Z
2013; 9;27;1932;1930;  2;2210;2231;-21;DL;1435;N301NB;LGA;TPA;123;1010;19;30;2013-09-27T23:00:00Z
2013; 7;25;1240;1237;  3;1451;1508;-17;UA;1615;N24211;EWR;ATL;111; 746;12;37;2013-07-25T16:00:00Z
2013;12;12; 637; 639; -2; 935; 944; -9;UA; 785;N536UA;EWR;LAX;333;2454; 6;39;2013-12-12T11:00:00Z
2013;10;26; 756; 759; -3;1038;1059;-21;UA;1152;N12218;EWR;PDX;331;2434; 7;59;2013-10-26T11:00:00Z
2013; 7;16; 914; 920; -6;1148;1210;-22;AA;1223;N4XJAA;EWR;DFW;171;1372; 9;20;2013-07-16T13:00:00Z
2013; 2;26;NA;1540;NA;NA;1743;NA;9E;3523;NA;JFK;ORD;NA; 740;15;40;2013-02-26T20:00:00Z
2013; 2;22; 604; 605; -1; 848; 907;-19;B6; 501;N706JB;JFK;FLL;146;1069; 6; 5;2013-02-22T11:00:00Z
2013; 3;15;1858;1900; -2;2139;2226;-47;DL;2190;N917DE;JFK;MIA;139;1089;19; 0;2013-03-15T23:00:00Z
2013; 7;10;1832;1640;112;2115;1815;180;MQ;2949;N630MQ;JFK;BNA;112; 765;16;40;2013-07-10T20:00:00Z
2013; 9; 3; 620; 620;  0; 816; 810;  6;MQ;3351;N516MQ;LGA;DTW; 75; 502; 6;20;2013-09-03T10:00:00Z
2013; 5; 5;1553;1600; -7;1902;1924;-22;DL;1373;N982DL;JFK;MIA;151;1089;16; 0;2013-05-05T20:00:00Z
2013; 2; 1; 701; 705; -4;1008;1015; -7;WN;3483;N243WN;EWR;HOU;223;1411; 7; 5;2013-02-01T12:00:00Z
2013; 2;28;1125;1115; 10;1229;1255;-26;WN;1468;N724SW;LGA;MDW;107; 725;11;15;2013-02-28T16:00:00Z
2013; 5; 3;1935;1801; 94;2134;1939;115;UA; 691;N809UA;LGA;ORD;134; 733;18; 1;2013-05-03T22:00:00Z
2013; 8;21;1206;1208; -2;1435;1452;-17;B6; 323;N558JB;JFK;LAX;298;2475;12; 8;2013-08-21T16:00:00Z
2013; 4;22;  10;2040;210; 302;2355;187;B6;1069;N266JB;JFK;AUS;212;1521;20;40;2013-04-23T00:00:00Z
2013; 4;30;2150;2155; -5;2247;2312;-25;UA;1142;N18243;EWR;BOS; 36; 200;21;55;2013-05-01T01:00:00Z
2013; 3;15;1113;1056; 17;1223;1215;  8;EV;4221;N17560;EWR;BUF; 58; 282;10;56;2013-03-15T14:00:00Z
2013; 7;19;2005;1857; 68;2326;2112;134;9E;4059;N8886A;LGA;DAY; 85; 549;18;57;2013-07-19T22:00:00Z
2013; 7;23;1422;1425; -3;1600;1554;  6;B6;2402;N231JB;JFK;BUF; 67; 301;14;25;2013-07-23T18:00:00Z
2013; 2;24; 958;1005; -7;1250;1303;-13;UA;1428;N75429;EWR;TPA;153; 997;10; 5;2013-02-24T15:00:00Z
2013; 8; 4; 657; 700; -3;1011;1006;  5;DL;1415;N646DL;JFK;SLC;277;1990; 7; 0;2013-08-04T11:00:00Z
2013; 8;16;2058;2100; -2;2206;2214; -8;US;2197;N747UW;LGA;DCA; 43; 214;21; 0;2013-08-17T01:00:00Z
2013; 8;13;1659;1559; 60;1834;1739; 55;EV;4596;N11109;EWR;STL;134; 872;15;59;2013-08-13T19:00:00Z
2013;11;23;1020;1025; -5;1109;1127;-18;B6; 518;N231JB;JFK;BOS; 34; 187;10;25;2013-11-23T15:00:00Z
2013;12;30;1828;1830; -2;2158;2205; -7;B6; 669;N630JB;JFK;SJC;360;2569;18;30;2013-12-30T23:00:00Z
2013; 8;31;1216;1225; -9;1446;1510;-24;AA;1983;N4YGAA;EWR;DFW;187;1372;12;25;2013-08-31T16:00:00Z
2013; 6; 7;1101;1105; -4;1150;1202;-12;EV;4404;N13968;EWR;PVD; 30; 160;11; 5;2013-06-07T15:00:00Z
2013; 1;19;1552;1455; 57;1854;1825; 29;AA;1769;N5EVAA;JFK;MIA;156;1089;14;55;2013-01-19T19:00:00Z
2013; 3;25;1716;1719; -3;1819;1857;-38;UA;1446;N35271;EWR;ORD;104; 719;17;19;2013-03-25T21:00:00Z
2013; 8;20;1621;1600; 21;1819;1815;  4;MQ;3075;N650MQ;JFK;CVG; 94; 589;16; 0;2013-08-20T20:00:00Z
2013; 4;25; 629; 630; -1; 734; 753;-19;UA; 551;N854UA;EWR;BOS; 35; 200; 6;30;2013-04-25T10:00:00Z
2013; 4;11;1859;1900; -1;2231;2240; -9;DL;  87;N706TW;JFK;LAX;337;2475;19; 0;2013-04-11T23:00:00Z
2013;10;14; 701; 659;  2; 954;1007;-13;UA;1183;N36476;EWR;RSW;149;1068; 6;59;2013-10-14T10:00:00Z
2013;10;28;1741;1741;  0;1950;1944;  6;EV;4667;N14171;EWR;MSP;152;1008;17;41;2013-10-28T21:00:00Z
2013; 8; 6;1922;1920;  2;2247;2238;  9;UA; 312;N801UA;EWR;PDX;341;2434;19;20;2013-08-06T23:00:00Z
2013; 2;25;1043;1030; 13;1400;1340; 20;AA;  19;N327AA;JFK;LAX;350;2475;10;30;2013-02-25T15:00:00Z
2013; 4;20;1451;1435; 16;1823;1738; 45;B6; 347;N190JB;JFK;SRQ;177;1041;14;35;2013-04-20T18:00:00Z
2013; 8; 8; 751; 755; -4;1102;1115;-13;AA;  59;N324AA;JFK;SFO;341;2586; 7;55;2013-08-08T11:00:00Z
2013; 2;15;1255;1300; -5;1353;1406;-13;B6;1006;N239JB;JFK;BOS; 42; 187;13; 0;2013-02-15T18:00:00Z
2013; 3;14; 831; 837; -6;1028;1043;-15;EV;4297;N14198;EWR;DTW; 80; 488; 8;37;2013-03-14T12:00:00Z
2013; 5;23; 917; 923; -6;1124;1126; -2;EV;4229;N12540;EWR;CLT; 81; 529; 9;23;2013-05-23T13:00:00Z
2013; 3;17;1452;1450;  2;1742;1753;-11;UA;1186;N79402;EWR;MIA;154;1085;14;50;2013-03-17T18:00:00Z
2013; 4;28; 846; 840;  6;1114;1147;-33;UA;1626;N39461;EWR;SAN;309;2425; 8;40;2013-04-28T12:00:00Z
2013; 8;12;1650;1655; -5;1932;1940; -8;UA; 483;N511UA;EWR;LAX;323;2454;16;55;2013-08-12T20:00:00Z
2013; 9;24;1350;1400;-10;1533;1547;-14;EV;4100;N14920;EWR;MEM;143; 946;14; 0;2013-09-24T18:00:00Z
2013; 2; 1;1732;1705; 27;1911;1905;  6;WN; 440;N627SW;EWR;STL;135; 872;17; 5;2013-02-01T22:00:00Z
2013; 8;25;1653;1641; 12;1925;1940;-15;UA; 151;N28457;EWR;LAX;306;2454;16;41;2013-08-25T20:00:00Z
2013; 9;23;2215;2200; 15;2317;2312;  5;9E;3525;N907XJ;LGA;SYR; 38; 198;22; 0;2013-09-24T02:00:00Z
2013; 5;14;1725;1720;  5;2018;2025; -7;AA; 695;N3CYAA;JFK;AUS;211;1521;17;20;2013-05-14T21:00:00Z
2013;10;29; 904; 910; -6;1222;1220;  2;AA;   1;N336AA;JFK;LAX;347;2475; 9;10;2013-10-29T13:00:00Z
2013; 8;25; 759; 750;  9;1023;1030; -7;AA; 715;N4UCAA;LGA;DFW;169;1389; 7;50;2013-08-25T11:00:00Z
2013; 6;16; 609; 615; -6; 746; 808;-22;US;1447;N711UW;JFK;CLT; 80; 541; 6;15;2013-06-16T10:00:00Z
2013; 8;26;1851;1835; 16;2154;2158; -4;AS;   5;N402AS;EWR;SEA;321;2402;18;35;2013-08-26T22:00:00Z
2013; 2;28; 604; 600;  4; 828; 815; 13;FL; 345;N937AT;LGA;ATL;113; 762; 6; 0;2013-02-28T11:00:00Z
2013; 9; 5;1358;1345; 13;1538;1544; -6;US;1802;N705UW;JFK;CLT; 76; 541;13;45;2013-09-05T17:00:00Z
2013; 8;30;1324;1250; 34;1435;1420; 15;WN;4453;N761RR;LGA;MKE;104; 738;12;50;2013-08-30T16:00:00Z
2013; 1;14; 559; 610;-11; 810; 817; -7;DL;1919;N324US;LGA;MSP;159;1020; 6;10;2013-01-14T11:00:00Z
2013; 5;28;1434;1440; -6;1733;1742; -9;DL;1902;N354NW;LGA;PBI;153;1035;14;40;2013-05-28T18:00:00Z
2013;10;17; 743; 748; -5; 943; 945; -2;B6;1273;N323JB;JFK;CHS; 99; 636; 7;48;2013-10-17T11:00:00Z
2013; 3;14; 805; 810; -5;1000;1020;-20;DL;2119;N908DL;LGA;MSP;151;1020; 8;10;2013-03-14T12:00:00Z
2013;10;18;1356;1359; -3;1453;1511;-18;B6; 118;N249JB;JFK;BOS; 34; 187;13;59;2013-10-18T17:00:00Z
2013; 6; 8;1740;1745; -5;2030;2047;-17;DL;2370;N933DL;LGA;PBI;151;1035;17;45;2013-06-08T21:00:00Z
2013; 1;24;2046;2000; 46;2253;2208; 45;EV;4536;N14570;EWR;CVG; 99; 569;20; 0;2013-01-25T01:00:00Z
2013; 8;15; 639; 645; -6; 819; 835;-16;MQ;3599;N523MQ;LGA;MSP;145;1020; 6;45;2013-08-15T10:00:00Z
2013; 4; 6; 748; 753; -5;1202;1149; 13;UA;1274;N17128;EWR;SJU;223;1608; 7;53;2013-04-06T11:00:00Z
2013; 6;27; 853; 859; -6;1122;1137;-15;DL;1747;N980DL;LGA;ATL;110; 762; 8;59;2013-06-27T12:00:00Z
2013; 9;26;1757;1741; 16;1949;1944;  5;EV;4667;N14198;EWR;MSP;143;1008;17;41;2013-09-26T21:00:00Z
2013;12;11; 918; 921; -3;1247;1235; 12;B6; 223;N703JB;JFK;LAX;350;2475; 9;21;2013-12-11T14:00:00Z
2013; 3; 5;1135;1137; -2;1423;1445;-22;UA;1601;N76508;EWR;FLL;147;1065;11;37;2013-03-05T16:00:00Z
2013; 3;30; 452; 500; -8; 627; 648;-21;US;1843;N566UW;EWR;CLT; 75; 529; 5; 0;2013-03-30T09:00:00Z
2013; 8;28; 903; 910; -7;1227;1220;  7;AA;   1;N339AA;JFK;LAX;309;2475; 9;10;2013-08-28T13:00:00Z
2013; 7; 5;1151;1155; -4;1342;1420;-38;WN;2901;N946WN;LGA;DEN;206;1620;11;55;2013-07-05T15:00:00Z
2013;10;15;1222;1200; 22;1509;1453; 16;B6; 323;N809JB;JFK;LAX;331;2475;12; 0;2013-10-15T16:00:00Z
2013;11;17;1438;1419; 19;1712;1714; -2;B6; 561;N640JB;LGA;PBI;138;1035;14;19;2013-11-17T19:00:00Z
2013; 1;16;1744;1745; -1;2152;2117; 35;DL;1394;N3773D;JFK;PDX;369;2454;17;45;2013-01-16T22:00:00Z
2013; 6; 4; 951; 940; 11;1058;1055;  3;9E;3608;N8936A;JFK;PHL; 27;  94; 9;40;2013-06-04T13:00:00Z
2013; 4;17;1339;1340; -1;1625;1644;-19;B6;  83;N639JB;JFK;SEA;324;2422;13;40;2013-04-17T17:00:00Z
2013;10; 6;2154;2145;  9; 144; 140;  4;B6;1103;N586JB;JFK;SJU;198;1598;21;45;2013-10-07T01:00:00Z
2013; 9;16; 725; 730; -5;1006;1020;-14;WN;1975;N256WN;LGA;HOU;196;1428; 7;30;2013-09-16T11:00:00Z
2013; 9; 5; 653; 700; -7; 911;1003;-52;B6;  23;N656JB;JFK;LAX;297;2475; 7; 0;2013-09-05T11:00:00Z
2013; 7; 9;1143;1135;  8;1438;1451;-13;DL; 954;N905DL;LGA;FLL;145;1076;11;35;2013-07-09T15:00:00Z
2013; 4;29;2014;1940; 34;2212;2147; 25;EV;4153;N19554;EWR;CLT; 76; 529;19;40;2013-04-29T23:00:00Z
2013;11; 9; 819; 825; -6;1019;1029;-10;US; 752;N161UW;JFK;CLT; 86; 541; 8;25;2013-11-09T13:00:00Z
2013;11;29;1518;1520; -2;1705;1723;-18;EV;4188;N16571;EWR;GSP; 94; 594;15;20;2013-11-29T20:00:00Z
2013; 3;16; 858; 900; -2;1132;1142;-10;DL;1747;N501US;LGA;ATL;113; 762; 9; 0;2013-03-16T13:00:00Z
2013;12;16;1213;1200; 13;1358;1400; -2;US;2069;N110UW;JFK;CLT; 85; 541;12; 0;2013-12-16T17:00:00Z
2013;10;13;1601;1550; 11;1743;1730; 13;MQ;3416;N500MQ;LGA;RDU; 71; 431;15;50;2013-10-13T19:00:00Z
2013;12; 4;1454;1500; -6;1555;1619;-24;US;2185;N753US;LGA;DCA; 44; 214;15; 0;2013-12-04T20:00:00Z
2013; 4;28;1025;1029; -4;1241;1248; -7;EV;5164;N755EV;LGA;MEM;153; 963;10;29;2013-04-28T14:00:00Z
2013; 7; 6;2100;2101; -1;  41; 100;-19;B6;1103;N589JB;JFK;SJU;196;1598;21; 1;2013-07-07T01:00:00Z
2013; 7;26; 713; 714; -1; 837; 848;-11;EV;4424;N12163;EWR;RDU; 66; 416; 7;14;2013-07-26T11:00:00Z
2013; 8; 6;1452;1440; 12;1643;1643;  0;DL;1231;N316NB;LGA;DTW; 85; 502;14;40;2013-08-06T18:00:00Z
2013; 5;13; 838; 845; -7;1032;1047;-15;US;1429;N770UW;LGA;CLT; 90; 544; 8;45;2013-05-13T12:00:00Z
2013; 2; 3; 753; 800; -7;1031;1035; -4;WN;3060;N919WN;LGA;DEN;236;1620; 8; 0;2013-02-03T13:00:00Z
2013; 5; 4;1551;1555; -4;1646;1715;-29;WN;1024;N765SW;EWR;MDW; 99; 711;15;55;2013-05-04T19:00:00Z
2013;10;24;1939;1945; -6;2126;2143;-17;EV;5306;N730EV;LGA;GSO; 78; 461;19;45;2013-10-24T23:00:00Z
2013;12;19;1016;1015;  1;1150;1150;  0;AA; 325;N4YHAA;LGA;ORD;122; 733;10;15;2013-12-19T15:00:00Z
2013;10;31;1218;1159; 19;1317;1309;  8;MQ;3386;N829MQ;JFK;DCA; 46; 213;11;59;2013-10-31T15:00:00Z
2013; 9;29; 719; 725; -6; 911; 950;-39;UA;1444;N15712;EWR;MSY;150;1167; 7;25;2013-09-29T11:00:00Z
2013; 4;15;1925;1930; -5;2046;2050; -4;EV;5714;N909EV;JFK;IAD; 44; 228;19;30;2013-04-15T23:00:00Z
2013; 2; 8;NA;1700;NA;NA;1813;NA;US;2136;NA;LGA;BOS;NA; 184;17; 0;2013-02-08T22:00:00Z
2013; 7;23;1129;1130; -1;1317;1327;-10;US;1085;N165US;LGA;CLT; 77; 544;11;30;2013-07-23T15:00:00Z
2013; 7;22;1925;1713;132;2239;1919;200;EV;4678;N17185;EWR;MSP;149;1008;17;13;2013-07-22T21:00:00Z
2013;10;22;2016;2016;  0;2120;2128; -8;EV;4312;N18557;EWR;DCA; 43; 199;20;16;2013-10-23T00:00:00Z
2013;12; 3;1528;1529; -1;1814;1835;-21;UA;1695;N36272;EWR;IAH;207;1400;15;29;2013-12-03T20:00:00Z
2013; 2; 7;1804;1805; -1;2000;1955;  5;MQ;4626;N544MQ;LGA;CMH; 77; 479;18; 5;2013-02-07T23:00:00Z
2013;10;30;1452;1456; -4;1625;1641;-16;9E;3846;N8808H;JFK;ORF; 58; 290;14;56;2013-10-30T18:00:00Z
2013;11;12;2204;2107; 57;2314;2226; 48;EV;4119;N16147;EWR;RIC; 55; 277;21; 7;2013-11-13T02:00:00Z
2013; 6;16; 903; 905; -2;1152;1225;-33;DL;1057;N371NB;LGA;MIA;142;1096; 9; 5;2013-06-16T13:00:00Z
2013;10; 7;2121;1900;141;   2;2154;128;UA;1528;N17245;EWR;MCO;144; 937;19; 0;2013-10-07T23:00:00Z
2013; 1;20; 701; 705; -4;1019;1021; -2;B6; 981;N588JB;JFK;FLL;161;1069; 7; 5;2013-01-20T12:00:00Z
2013; 8;25;1516;1507;  9;1707;1724;-17;UA; 745;N573UA;LGA;DEN;201;1620;15; 7;2013-08-25T19:00:00Z
2013; 5;21;1859;1900; -1;2222;2238;-16;DL;  87;N721TW;JFK;LAX;347;2475;19; 0;2013-05-21T23:00:00Z
2013; 3;22;1746;1703; 43;1942;1852; 50;EV;4202;N16999;EWR;STL;141; 872;17; 3;2013-03-22T21:00:00Z
2013; 9; 9; 954;1000; -6;1227;1231; -4;9E;3512;N922XJ;LGA;IND; 91; 660;10; 0;2013-09-09T14:00:00Z
2013; 4; 3; 733; 740; -7;1038;1040; -2;AA; 715;N557AA;LGA;DFW;223;1389; 7;40;2013-04-03T11:00:00Z
2013;11;12;2216;2015;121;  51;2354; 57;DL; 427;N197DN;JFK;LAX;311;2475;20;15;2013-11-13T01:00:00Z
2013; 3;18;1916;1910;  6;2044;2028; 16;EV;5714;N832AS;JFK;IAD; 47; 228;19;10;2013-03-18T23:00:00Z
2013; 1; 7;1419;1420; -1;1711;1713; -2;UA;1618;N34137;EWR;TPA;153; 997;14;20;2013-01-07T19:00:00Z
2013; 8;21;1900;1825; 35;2013;2009;  4;EV;5207;N759EV;LGA;BGR; 51; 378;18;25;2013-08-21T22:00:00Z
2013; 3;26;1653;1700; -7;1818;1817;  1;US;2183;N708UW;LGA;DCA; 39; 214;17; 0;2013-03-26T21:00:00Z
2013;11;20; 558; 600; -2; 845; 854; -9;B6; 605;N584JB;EWR;FLL;146;1065; 6; 0;2013-11-20T11:00:00Z
2013;12;15;1607;1600;  7;1824;1826; -2;9E;2922;N907XJ;JFK;MSP;151;1029;16; 0;2013-12-15T21:00:00Z
2013;10;27; 857; 900; -3;1008;1022;-14;B6; 586;N608JB;JFK;ROC; 50; 264; 9; 0;2013-10-27T13:00:00Z
2013; 6;29; 911; 915; -4;1156;1205; -9;DL;1885;N343NW;LGA;MCO;139; 950; 9;15;2013-06-29T13:00:00Z
2013;12;24;2001;2001;  0;2304;2304;  0;B6;  65;N630JB;JFK;ABQ;275;1826;20; 1;2013-12-25T01:00:00Z
2013;12; 5;1544;1421; 83;1702;1538; 84;EV;5712;N820AS;JFK;IAD; 44; 228;14;21;2013-12-05T19:00:00Z
2013; 6; 8;1205;1200;  5;1301;1312;-11;EV;5976;N14916;EWR;BTV; 44; 266;12; 0;2013-06-08T16:00:00Z
2013; 4;16; 802; 805; -3;1047;1058;-11;DL;2395;N327NW;LGA;PBI;137;1035; 8; 5;2013-04-16T12:00:00Z
2013; 8;27; 650; 700;-10; 912;1001;-49;UA;1665;N33292;EWR;LAX;298;2454; 7; 0;2013-08-27T11:00:00Z
2013; 6; 9;1428;1430; -2;1547;1558;-11;FL; 721;N906AT;LGA;CAK; 62; 397;14;30;2013-06-09T18:00:00Z
2013; 2;16;1551;1557; -6;1648;1704;-16;EV;4342;N13992;EWR;DCA; 42; 199;15;57;2013-02-16T20:00:00Z
2013; 4; 1; 609; 600;  9; 913; 911;  2;UA;1077;N73259;EWR;MIA;168;1085; 6; 0;2013-04-01T10:00:00Z
2013; 3;20;1533;1540; -7;1700;1709; -9;EV;3815;N15572;EWR;BNA;123; 748;15;40;2013-03-20T19:00:00Z
2013;10;23;1934;1935; -1;2218;2242;-24;UA; 208;N808UA;EWR;SEA;308;2402;19;35;2013-10-23T23:00:00Z
2013; 8;17;1742;1730; 12;1941;1951;-10;F9; 837;N218FR;LGA;DEN;214;1620;17;30;2013-08-17T21:00:00Z
2013; 5; 1; 740; 746; -6;1037;1109;-32;UA;1735;N38727;EWR;LAX;315;2454; 7;46;2013-05-01T11:00:00Z
2013; 1;31;1527;1530; -3;1735;1725; 10;AA;2223;N576AA;LGA;STL;153; 888;15;30;2013-01-31T20:00:00Z
2013; 9;10;1852;1900; -8;2038;2114;-36;9E;3876;N8444F;LGA;GSP; 84; 610;19; 0;2013-09-10T23:00:00Z
2013; 9;22;1746;1730; 16;2125;2100; 25;DL; 841;N710TW;JFK;SFO;336;2586;17;30;2013-09-22T21:00:00Z
2013; 4; 7;1328;1330; -2;1621;1625; -4;B6; 505;N623JB;EWR;FLL;148;1065;13;30;2013-04-07T17:00:00Z
2013; 4; 9;1524;1530; -6;1829;1922;-53;DL;1322;N706TW;JFK;SFO;332;2586;15;30;2013-04-09T19:00:00Z
2013;12; 9;1415;1409;  6;1719;1708; 11;UA;1232;N76503;EWR;IAH;219;1400;14; 9;2013-12-09T19:00:00Z
2013;10;17;1014;1022; -8;1140;1146; -6;EV;4187;N15572;EWR;BNA;127; 748;10;22;2013-10-17T14:00:00Z
2013; 6;17; 626; 630; -4; 910; 916; -6;B6;  27;N504JB;JFK;TPA;138;1005; 6;30;2013-06-17T10:00:00Z
2013; 4;29;1553;1557; -4;1711;1754;-43;9E;3523;N929XJ;JFK;ORD;110; 740;15;57;2013-04-29T19:00:00Z
2013; 2; 4; 657; 700; -3; 809; 815; -6;UA;1142;N38727;EWR;BOS; 47; 200; 7; 0;2013-02-04T12:00:00Z
2013;12;16;1842;1805; 37;2016;1955; 21;WN; 195;N937WN;LGA;STL;134; 888;18; 5;2013-12-16T23:00:00Z
2013; 5; 5; 932; 930;  2;1141;1209;-28;UA; 696;N565UA;EWR;LAS;281;2227; 9;30;2013-05-05T13:00:00Z
2013; 3;22;1605;1543; 22;1735;1710; 25;9E;4135;N601XJ;JFK;BWI; 39; 184;15;43;2013-03-22T19:00:00Z
2013; 8;22; 820; 825; -5;1207;1104; 63;DL; 857;N3740C;JFK;SAN;336;2446; 8;25;2013-08-22T12:00:00Z
2013; 8;13;1704;1700;  4;1822;1825; -3;US;2189;N753US;LGA;DCA; 51; 214;17; 0;2013-08-13T21:00:00Z
2013; 7;21;2232;2159; 33;2355;2341; 14;UA;1595;N16713;EWR;ORD;122; 719;21;59;2013-07-22T01:00:00Z
2013; 8;21;1240;1245; -5;NA;1404;NA;EV;4905;N709EV;LGA;SYR;NA; 198;12;45;2013-08-21T16:00:00Z
2013;11; 6; 801; 745; 16;1114;1100; 14;AA;  59;N396AA;JFK;SFO;353;2586; 7;45;2013-11-06T12:00:00Z
2013; 6;17;1200;1135; 25;1307;1255; 12;EV;4511;N15980;EWR;ROC; 44; 246;11;35;2013-06-17T15:00:00Z
2013; 7;12;1426;1430; -4;1718;1725; -7;B6; 325;N649JB;JFK;TPA;144;1005;14;30;2013-07-12T18:00:00Z
2013; 6;27;1540;1530; 10;1803;1755;  8;MQ;3202;N928MQ;JFK;IND;105; 665;15;30;2013-06-27T19:00:00Z
2013;12; 4;2254;2255; -1;2350;2356; -6;B6; 718;N197JB;JFK;BOS; 33; 187;22;55;2013-12-05T03:00:00Z
2013; 2;14; 856; 900; -4;1503;1540;-37;HA;  51;N381HA;JFK;HNL;632;4983; 9; 0;2013-02-14T14:00:00Z
2013; 4;12;1104;1109; -5;1259;1315;-16;DL;1031;N325US;LGA;DTW; 81; 502;11; 9;2013-04-12T15:00:00Z
2013; 8;25;2050;2055; -5;2201;2219;-18;EV;4119;N13132;EWR;RIC; 47; 277;20;55;2013-08-26T00:00:00Z
2013;12;26; 729; 730; -1;1027;1105;-38;VX; 183;N840VA;EWR;SFO;338;2565; 7;30;2013-12-26T12:00:00Z
2013;10;15;1901;1910; -9;2217;2210;  7;AA;1193;N3ARAA;LGA;DFW;206;1389;19;10;2013-10-15T23:00:00Z
2013; 3; 1;1148;1115; 33;1514;1425; 49;AA;2099;N3AUAA;LGA;MIA;170;1096;11;15;2013-03-01T16:00:00Z
2013; 3; 4; 624; 630; -6; 840; 901;-21;DL;2057;N6701;LGA;ATL;111; 762; 6;30;2013-03-04T11:00:00Z
2013;11;23; 848; 855; -7;1102;1100;  2;MQ;3478;N824MQ;LGA;DTW;111; 502; 8;55;2013-11-23T13:00:00Z
2013; 3;12;1201;1205; -4;1458;1453;  5;B6; 523;N805JB;EWR;MCO;154; 937;12; 5;2013-03-12T16:00:00Z
2013;11;19;1826;1830; -4;2120;2143;-23;UA; 235;N504UA;EWR;SNA;329;2434;18;30;2013-11-19T23:00:00Z
2013;12; 9;1549;1515; 34;1741;1720; 21;MQ;2793;N900MQ;JFK;CMH; 87; 483;15;15;2013-12-09T20:00:00Z
2013; 4; 4; 832; 830;  2;1149;1134; 15;B6; 901;N605JB;JFK;FLL;165;1069; 8;30;2013-04-04T12:00:00Z
2013;11;19;2056;2100; -4;2214;2239;-25;EV;5048;N717EV;LGA;RIC; 51; 292;21; 0;2013-11-20T02:00:00Z
2013; 9; 4; 949; 936; 13;1142;1150; -8;EV;4495;N16571;EWR;SAV; 96; 708; 9;36;2013-09-04T13:00:00Z
2013; 7;12;1918;1800; 78;2220;2130; 50;B6; 415;N591JB;JFK;SFO;308;2586;18; 0;2013-07-12T22:00:00Z
2013; 9;13;1138;1029; 69;1329;1249; 40;US; 625;N523UW;JFK;PHX;273;2153;10;29;2013-09-13T14:00:00Z
2013; 1;19;1613;1615; -2;1806;1813; -7;9E;4183;N8914A;JFK;RDU; 72; 427;16;15;2013-01-19T21:00:00Z
2013; 3;25;1535;1539; -4;1706;1735;-29;UA; 404;N811UA;LGA;CLE; 63; 419;15;39;2013-03-25T19:00:00Z
2013; 3;24;2024;2024;  0;   6;2340; 26;B6;1069;N238JB;JFK;AUS;250;1521;20;24;2013-03-25T00:00:00Z
2013;11; 9;1736;1740; -4;1948;1956; -8;EV;4113;N12564;EWR;IND;111; 645;17;40;2013-11-09T22:00:00Z
2013; 8;15;1550;1541;  9;1730;1751;-21;EV;4667;N21154;EWR;MSP;145;1008;15;41;2013-08-15T19:00:00Z
